hostid,groupid,itemid,hostgroup,hostname,itemname
10524,39,45881,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of escalator internal processes, in %"
10524,39,45903,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of history poller data collector processes, in %"
10524,39,45874,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of history syncer internal processes, in %"
10524,39,45875,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of housekeeper internal processes, in %"
10524,39,45872,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of http poller data collector processes, in %"
10524,39,45879,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of icmp pinger data collector processes, in %"
10524,39,45891,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of ipmi manager internal processes, in %"
10524,39,45878,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of ipmi poller data collector processes, in %"
10524,39,45885,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of java poller data collector processes, in %"
10524,39,45869,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of poller data collector processes, in %"
10524,39,45893,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of preprocessing manager internal processes, in %"
10524,39,45894,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of preprocessing worker internal processes, in %"
10524,39,45880,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of proxy poller data collector processes, in %"
10524,39,45905,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of report manager internal processes, in %"
10524,39,45904,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of report writer internal processes, in %"
10524,39,45877,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of self-monitoring internal processes, in %"
10524,39,45908,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of service manager internal processes, in %"
10524,39,45886,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of snmp trapper data collector processes, in %"
10524,39,45890,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of task manager internal processes, in %"
10524,39,45883,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of timer internal processes, in %"
10524,39,45873,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of trapper data collector processes, in %"
10524,39,45906,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of trigger housekeeper internal processes, in %"
10524,39,45870,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of unreachable poller data collector processes, in %"
10524,39,45871,Demo,Zabbix-Server-Active,"Zabbix server: Utilization of vmware data collector processes, in %"
10524,39,45888,Demo,Zabbix-Server-Active,"Zabbix server: VMware cache, % used"
10524,39,45865,Demo,Zabbix-Server-Active,Zabbix server: Value cache hits
10524,39,45866,Demo,Zabbix-Server-Active,Zabbix server: Value cache misses
10524,39,45889,Demo,Zabbix-Server-Active,Zabbix server: Value cache operating mode
10524,39,45864,Demo,Zabbix-Server-Active,"Zabbix server: Value cache, % used"
10524,39,45907,Demo,Zabbix-Server-Active,Zabbix server: Version
10524,39,45909,Demo,Zabbix-Server-Active,Zabbix stats cluster
10524,39,79294,Demo,Zabbix-Server-Active,Zabbix-server log
10524,39,81533,Demo,Zabbix-Server-Active,arch
10524,39,81534,Demo,Zabbix-Server-Active,chassis
10524,39,81536,Demo,Zabbix-Server-Active,hardware
10524,39,81535,Demo,Zabbix-Server-Active,install_date
10524,39,81538,Demo,Zabbix-Server-Active,machineid
10524,39,81539,Demo,Zabbix-Server-Active,macid
10524,39,81541,Demo,Zabbix-Server-Active,os_full
10524,39,81540,Demo,Zabbix-Server-Active,os_short
10524,39,46256,Demo,Zabbix-Server-Active,snmp DISMAN-EVENT-MIB
10524,39,46242,Demo,Zabbix-Server-Active,snmp trap test
10524,39,81542,Demo,Zabbix-Server-Active,subnetmask
10524,39,46164,Demo,Zabbix-Server-Active,system time
10524,39,81544,Demo,Zabbix-Server-Active,type
10524,39,81545,Demo,Zabbix-Server-Active,typefull
10524,39,46167,Demo,Zabbix-Server-Active,users in /etc/passwd
10524,39,80579,Demo,Zabbix-Server-Active,xvda: Disk average queue size (avgqu-sz)
10524,39,80578,Demo,Zabbix-Server-Active,xvda: Disk read rate
10524,39,80571,Demo,Zabbix-Server-Active,xvda: Disk read request avg waiting time (r_await)
10524,39,80577,Demo,Zabbix-Server-Active,xvda: Disk read time (rate)
10524,39,80576,Demo,Zabbix-Server-Active,xvda: Disk utilization
10524,39,80575,Demo,Zabbix-Server-Active,xvda: Disk write rate
10524,39,80572,Demo,Zabbix-Server-Active,xvda: Disk write request avg waiting time (w_await)
10524,39,80574,Demo,Zabbix-Server-Active,xvda: Disk write time (rate)
10524,39,80573,Demo,Zabbix-Server-Active,xvda: Get stats
10524,39,80498,Demo,Zabbix-Server-Active,{#DEVNAME}: Disk average queue size (avgqu-sz)
10524,39,80499,Demo,Zabbix-Server-Active,{#DEVNAME}: Disk read rate
10524,39,80488,Demo,Zabbix-Server-Active,{#DEVNAME}: Disk read request avg waiting time (r_await)
10524,39,80500,Demo,Zabbix-Server-Active,{#DEVNAME}: Disk read time (rate)
10524,39,80501,Demo,Zabbix-Server-Active,{#DEVNAME}: Disk utilization
10524,39,80502,Demo,Zabbix-Server-Active,{#DEVNAME}: Disk write rate
10524,39,80489,Demo,Zabbix-Server-Active,{#DEVNAME}: Disk write request avg waiting time (w_await)
10524,39,80503,Demo,Zabbix-Server-Active,{#DEVNAME}: Disk write time (rate)
10524,39,80493,Demo,Zabbix-Server-Active,{#DEVNAME}: Get stats
10524,39,80494,Demo,Zabbix-Server-Active,{#FSNAME}: Free inodes in %
10524,39,80495,Demo,Zabbix-Server-Active,{#FSNAME}: Space utilization
10524,39,80496,Demo,Zabbix-Server-Active,{#FSNAME}: Total space
10524,39,80497,Demo,Zabbix-Server-Active,{#FSNAME}: Used space
10535,39,88525,Demo,Zabbix-Server-Standby,/ : Space Utilization : Forecast (1hr)
10535,39,88526,Demo,Zabbix-Server-Standby,/ : Space Utilization : Forecast (5hr)
10535,39,88527,Demo,Zabbix-Server-Standby,/ : Used Space : Forecast (1hr)
10535,39,88528,Demo,Zabbix-Server-Standby,/ : Used Space : Forecast (5hr)
10535,39,80593,Demo,Zabbix-Server-Standby,/: Free inodes in %
10535,39,80594,Demo,Zabbix-Server-Standby,/: Space utilization
10535,39,96747,Demo,Zabbix-Server-Standby,/: Space utilization(best in last week)
10535,39,96744,Demo,Zabbix-Server-Standby,/: Space utilization(last day)
10535,39,96720,Demo,Zabbix-Server-Standby,/: Space utilization(maximum so far today)
10535,39,96745,Demo,Zabbix-Server-Standby,/: Space utilization(minimum so far today)
10535,39,96748,Demo,Zabbix-Server-Standby,/: Space utilization(worst utilization in last week)
10535,39,80595,Demo,Zabbix-Server-Standby,/: Total space
10535,39,80596,Demo,Zabbix-Server-Standby,/: Used space
10535,39,80540,Demo,Zabbix-Server-Standby,Available memory
10535,39,80541,Demo,Zabbix-Server-Standby,Available memory in %
10535,39,88531,Demo,Zabbix-Server-Standby,BaselineWMA : /  Used space
10535,39,88556,Demo,Zabbix-Server-Standby,BaselineWMA : Memory Utilization (Over 3 month period for the last day time window)
10535,39,88546,Demo,Zabbix-Server-Standby,BaselineWMA : Memory Utilization (Over 30 days 6h time window from now)
10535,39,88536,Demo,Zabbix-Server-Standby,Baselinedev : /  Used space
10535,39,88551,Demo,Zabbix-Server-Standby,Baselinedev : Memory Utilization (Over 3 month period for the last day time window)
10535,39,88541,Demo,Zabbix-Server-Standby,Baselinedev : Memory Utilization (Over 30 days 6h time window from now)
10535,39,80547,Demo,Zabbix-Server-Standby,Block devices discovery
10535,39,80519,Demo,Zabbix-Server-Standby,CPU guest nice time
10535,39,80518,Demo,Zabbix-Server-Standby,CPU guest time
10535,39,80520,Demo,Zabbix-Server-Standby,CPU idle time
10535,39,80521,Demo,Zabbix-Server-Standby,CPU interrupt time
10535,39,80522,Demo,Zabbix-Server-Standby,CPU iowait time
10535,39,80523,Demo,Zabbix-Server-Standby,CPU nice time
10535,39,80524,Demo,Zabbix-Server-Standby,CPU softirq time
10535,39,80525,Demo,Zabbix-Server-Standby,CPU steal time
10535,39,80526,Demo,Zabbix-Server-Standby,CPU system time
10535,39,80527,Demo,Zabbix-Server-Standby,CPU user time
10535,39,80544,Demo,Zabbix-Server-Standby,CPU utilization
10535,39,96721,Demo,Zabbix-Server-Standby,CPU utilization max(last day)
10535,39,96719,Demo,Zabbix-Server-Standby,CPU utilization(average today so far)
10535,39,96750,Demo,Zabbix-Server-Standby,CPU utilization(best last week)
10535,39,96718,Demo,Zabbix-Server-Standby,CPU utilization(maximum today so far)
10535,39,96751,Demo,Zabbix-Server-Standby,CPU utilization(worst last week)
10535,39,96749,Demo,Zabbix-Server-Standby,CPU utilization(worst today so far)
10535,39,80539,Demo,Zabbix-Server-Standby,Checksum of /etc/passwd
10535,39,80517,Demo,Zabbix-Server-Standby,Context switches per second
10535,39,72552,Demo,Zabbix-Server-Standby,"Download speed for scenario ""Facebook Website""."
10535,39,44801,Demo,Zabbix-Server-Standby,"Download speed for scenario ""Grafana Website""."
10535,39,72546,Demo,Zabbix-Server-Standby,"Download speed for scenario ""My Website""."
10535,39,44728,Demo,Zabbix-Server-Standby,"Download speed for scenario ""Youtube Website""."
10535,39,72555,Demo,Zabbix-Server-Standby,"Download speed for step ""Facebook home"" of scenario ""Facebook Website""."
10535,39,44804,Demo,Zabbix-Server-Standby,"Download speed for step ""Grafana home"" of scenario ""Grafana Website""."
10535,39,72549,Demo,Zabbix-Server-Standby,"Download speed for step ""Mywebsite home"" of scenario ""My Website""."
10535,39,44731,Demo,Zabbix-Server-Standby,"Download speed for step ""Youtube home"" of scenario ""Youtube Website""."
10535,39,96542,Demo,Zabbix-Server-Standby,Facebook best  download speed so far
10535,39,96569,Demo,Zabbix-Server-Standby,Facebook web average download speed
10535,39,96453,Demo,Zabbix-Server-Standby,Facebook web error message
10535,39,96540,Demo,Zabbix-Server-Standby,Facebook web worst download speed so far
10535,39,72553,Demo,Zabbix-Server-Standby,"Failed step of scenario ""Facebook Website""."
10535,39,44802,Demo,Zabbix-Server-Standby,"Failed step of scenario ""Grafana Website""."
10535,39,72547,Demo,Zabbix-Server-Standby,"Failed step of scenario ""My Website""."
10535,39,44729,Demo,Zabbix-Server-Standby,"Failed step of scenario ""Youtube Website""."
10535,39,80533,Demo,Zabbix-Server-Standby,Free swap space
10535,39,80534,Demo,Zabbix-Server-Standby,Free swap space in %
10535,39,80504,Demo,Zabbix-Server-Standby,Host name of Zabbix agent running
10535,39,72212,Demo,Zabbix-Server-Standby,ICMP ping
10535,39,80599,Demo,Zabbix-Server-Standby,Interface eth0: Bits received
10535,39,80602,Demo,Zabbix-Server-Standby,Interface eth0: Bits sent
10535,39,96743,Demo,Zabbix-Server-Standby,Interface eth0: Bits sent(in last hour with simple change)
10535,39,96724,Demo,Zabbix-Server-Standby,Interface eth0: Bits sent(simple change)
10535,39,96757,Demo,Zabbix-Server-Standby,Interface eth0: Bits sent(today so far with simple change)
10535,39,96758,Demo,Zabbix-Server-Standby,Interface eth0: Bits sent(today so far)
10535,39,96759,Demo,Zabbix-Server-Standby,Interface eth0: Bits sent(worst today so far)
10535,39,80597,Demo,Zabbix-Server-Standby,Interface eth0: Inbound packets discarded
10535,39,80598,Demo,Zabbix-Server-Standby,Interface eth0: Inbound packets with errors
10535,39,80605,Demo,Zabbix-Server-Standby,Interface eth0: Interface type
10535,39,80603,Demo,Zabbix-Server-Standby,Interface eth0: Operational status
10535,39,80600,Demo,Zabbix-Server-Standby,Interface eth0: Outbound packets discarded
10535,39,80601,Demo,Zabbix-Server-Standby,Interface eth0: Outbound packets with errors
10535,39,80604,Demo,Zabbix-Server-Standby,Interface eth0: Speed
10535,39,80551,Demo,Zabbix-Server-Standby,Interface {#IFNAME}: Bits received
10535,39,80554,Demo,Zabbix-Server-Standby,Interface {#IFNAME}: Bits sent
10535,39,96723,Demo,Zabbix-Server-Standby,Interface {#IFNAME}: Bits sent(simple change)
10535,39,80549,Demo,Zabbix-Server-Standby,Interface {#IFNAME}: Inbound packets discarded
10535,39,80550,Demo,Zabbix-Server-Standby,Interface {#IFNAME}: Inbound packets with errors
10535,39,80559,Demo,Zabbix-Server-Standby,Interface {#IFNAME}: Interface type
10535,39,80557,Demo,Zabbix-Server-Standby,Interface {#IFNAME}: Operational status
10535,39,80552,Demo,Zabbix-Server-Standby,Interface {#IFNAME}: Outbound packets discarded
10535,39,80553,Demo,Zabbix-Server-Standby,Interface {#IFNAME}: Outbound packets with errors
10535,39,80558,Demo,Zabbix-Server-Standby,Interface {#IFNAME}: Speed
10535,39,80512,Demo,Zabbix-Server-Standby,Interrupts per second
10535,39,72554,Demo,Zabbix-Server-Standby,"Last error message of scenario ""Facebook Website""."
10535,39,44803,Demo,Zabbix-Server-Standby,"Last error message of scenario ""Grafana Website""."
10535,39,72548,Demo,Zabbix-Server-Standby,"Last error message of scenario ""My Website""."
10535,39,44730,Demo,Zabbix-Server-Standby,"Last error message of scenario ""Youtube Website""."
10535,39,80513,Demo,Zabbix-Server-Standby,Load average (15m avg)
10535,39,80514,Demo,Zabbix-Server-Standby,Load average (1m avg)
10535,39,80515,Demo,Zabbix-Server-Standby,Load average (5m avg)
10535,39,80507,Demo,Zabbix-Server-Standby,Maximum number of open file descriptors
10535,39,80508,Demo,Zabbix-Server-Standby,Maximum number of processes
10535,39,80545,Demo,Zabbix-Server-Standby,Memory utilization
10535,39,96752,Demo,Zabbix-Server-Standby,Memory utilization(best in last week)
10535,39,96756,Demo,Zabbix-Server-Standby,Memory utilization(best today so far)
10535,39,96754,Demo,Zabbix-Server-Standby,Memory utilization(last day)
10535,39,96755,Demo,Zabbix-Server-Standby,Memory utilization(worst in last week)
10535,39,96753,Demo,Zabbix-Server-Standby,Memory utilization(worst today so far)
10535,39,80548,Demo,Zabbix-Server-Standby,Mounted filesystem discovery
10535,39,80546,Demo,Zabbix-Server-Standby,Network interface discovery
10535,39,80516,Demo,Zabbix-Server-Standby,Number of CPUs
10535,39,80538,Demo,Zabbix-Server-Standby,Number of logged in users
10535,39,80509,Demo,Zabbix-Server-Standby,Number of processes
10535,39,80510,Demo,Zabbix-Server-Standby,Number of running processes
10535,39,80531,Demo,Zabbix-Server-Standby,Operating system
10535,39,80530,Demo,Zabbix-Server-Standby,Operating system architecture
10535,39,72557,Demo,Zabbix-Server-Standby,"Response code for step ""Facebook home"" of scenario ""Facebook Website""."
10535,39,44806,Demo,Zabbix-Server-Standby,"Response code for step ""Grafana home"" of scenario ""Grafana Website""."
10535,39,72551,Demo,Zabbix-Server-Standby,"Response code for step ""Mywebsite home"" of scenario ""My Website""."
10535,39,44733,Demo,Zabbix-Server-Standby,"Response code for step ""Youtube home"" of scenario ""Youtube Website""."
10535,39,72556,Demo,Zabbix-Server-Standby,"Response time for step ""Facebook home"" of scenario ""Facebook Website""."
10535,39,44805,Demo,Zabbix-Server-Standby,"Response time for step ""Grafana home"" of scenario ""Grafana Website""."
10535,39,72550,Demo,Zabbix-Server-Standby,"Response time for step ""Mywebsite home"" of scenario ""My Website""."
10535,39,44732,Demo,Zabbix-Server-Standby,"Response time for step ""Youtube home"" of scenario ""Youtube Website""."
10535,39,79515,Demo,Zabbix-Server-Standby,Rsyslog
10535,39,80532,Demo,Zabbix-Server-Standby,Software installed
10535,39,80511,Demo,Zabbix-Server-Standby,System boot time
10535,39,80536,Demo,Zabbix-Server-Standby,System description
10535,39,80529,Demo,Zabbix-Server-Standby,System local time
10535,39,80528,Demo,Zabbix-Server-Standby,System name
10535,39,80537,Demo,Zabbix-Server-Standby,System uptime
10535,39,80542,Demo,Zabbix-Server-Standby,Total memory
10535,39,80535,Demo,Zabbix-Server-Standby,Total swap space
10535,39,47704,Demo,Zabbix-Server-Standby,URL-Uptime
10535,39,47703,Demo,Zabbix-Server-Standby,Uptime-check
10535,39,80506,Demo,Zabbix-Server-Standby,Version of Zabbix agent running
10535,39,44734,Demo,Zabbix-Server-Standby,Youtube Web status
10535,39,80543,Demo,Zabbix-Server-Standby,Zabbix agent availability
10535,39,80505,Demo,Zabbix-Server-Standby,Zabbix agent ping
10535,39,80614,Demo,Zabbix-Server-Standby,xvda: Disk average queue size (avgqu-sz)
10535,39,80613,Demo,Zabbix-Server-Standby,xvda: Disk read rate
10535,39,80606,Demo,Zabbix-Server-Standby,xvda: Disk read request avg waiting time (r_await)
10535,39,80612,Demo,Zabbix-Server-Standby,xvda: Disk read time (rate)
10535,39,80611,Demo,Zabbix-Server-Standby,xvda: Disk utilization
10535,39,80610,Demo,Zabbix-Server-Standby,xvda: Disk write rate
10535,39,80607,Demo,Zabbix-Server-Standby,xvda: Disk write request avg waiting time (w_await)
10535,39,80609,Demo,Zabbix-Server-Standby,xvda: Disk write time (rate)
10535,39,80608,Demo,Zabbix-Server-Standby,xvda: Get stats
10535,39,80565,Demo,Zabbix-Server-Standby,{#DEVNAME}: Disk average queue size (avgqu-sz)
10535,39,80566,Demo,Zabbix-Server-Standby,{#DEVNAME}: Disk read rate
10535,39,80555,Demo,Zabbix-Server-Standby,{#DEVNAME}: Disk read request avg waiting time (r_await)
10535,39,80567,Demo,Zabbix-Server-Standby,{#DEVNAME}: Disk read time (rate)
10535,39,80568,Demo,Zabbix-Server-Standby,{#DEVNAME}: Disk utilization
10535,39,80569,Demo,Zabbix-Server-Standby,{#DEVNAME}: Disk write rate
10535,39,80556,Demo,Zabbix-Server-Standby,{#DEVNAME}: Disk write request avg waiting time (w_await)
10535,39,80570,Demo,Zabbix-Server-Standby,{#DEVNAME}: Disk write time (rate)
10535,39,80560,Demo,Zabbix-Server-Standby,{#DEVNAME}: Get stats
10535,39,80561,Demo,Zabbix-Server-Standby,{#FSNAME}: Free inodes in %
10535,39,80562,Demo,Zabbix-Server-Standby,{#FSNAME}: Space utilization
10535,39,80563,Demo,Zabbix-Server-Standby,{#FSNAME}: Total space
10535,39,80564,Demo,Zabbix-Server-Standby,{#FSNAME}: Used space
10729,39,88212,Demo,Zabbixproxy2,"Zabbix proxy: Configuration cache, % used"
10729,39,88213,Demo,Zabbixproxy2,"Zabbix proxy: History index cache, % used"
10729,39,88214,Demo,Zabbixproxy2,"Zabbix proxy: History write cache, % used"
10729,39,88215,Demo,Zabbixproxy2,Zabbix proxy: Number of processed character values per second
10729,39,88216,Demo,Zabbixproxy2,Zabbix proxy: Number of processed log values per second
10729,39,88217,Demo,Zabbixproxy2,Zabbix proxy: Number of processed not supported values per second
10729,39,88218,Demo,Zabbixproxy2,Zabbix proxy: Number of processed numeric (float) values per second
10729,39,88219,Demo,Zabbixproxy2,Zabbix proxy: Number of processed numeric (unsigned) values per second
10729,39,88220,Demo,Zabbixproxy2,Zabbix proxy: Number of processed text values per second
10729,39,88221,Demo,Zabbixproxy2,Zabbix proxy: Number of processed values per second
10729,39,88222,Demo,Zabbixproxy2,Zabbix proxy: Preprocessing queue
10729,39,88223,Demo,Zabbixproxy2,Zabbix proxy: Queue
10729,39,88224,Demo,Zabbixproxy2,Zabbix proxy: Queue over 10 minutes
10729,39,88225,Demo,Zabbixproxy2,Zabbix proxy: Required performance
10729,39,88226,Demo,Zabbixproxy2,Zabbix proxy: Uptime
10729,39,88240,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of ODBC poller data collector processes, in %"
10729,39,88227,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of availability manager internal processes, in %"
10729,39,88228,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of configuration syncer internal processes, in %"
10729,39,88229,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of data sender internal processes, in %"
10729,39,88230,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of discoverer data collector processes, in %"
10729,39,88231,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of heartbeat sender internal processes, in %"
10729,39,88232,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of history poller data collector processes, in %"
10729,39,88233,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of history syncer internal processes, in %"
10729,39,88234,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of housekeeper internal processes, in %"
10729,39,88235,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of http poller data collector processes, in %"
10729,39,88236,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of icmp pinger data collector processes, in %"
10729,39,88237,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of ipmi manager internal processes, in %"
10729,39,88238,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of ipmi poller data collector processes, in %"
10729,39,88239,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of java poller data collector processes, in %"
10729,39,88241,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of poller data collector processes, in %"
10729,39,88242,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of preprocessing manager internal processes, in %"
10729,39,88243,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of preprocessing worker internal processes, in %"
10729,39,88244,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of self-monitoring internal processes, in %"
10729,39,88245,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of snmp trapper data collector processes, in %"
10729,39,88246,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of task manager internal processes, in %"
10729,39,88247,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of trapper data collector processes, in %"
10729,39,88248,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of unreachable poller data collector processes, in %"
10729,39,88249,Demo,Zabbixproxy2,"Zabbix proxy: Utilization of vmware data collector processes, in %"
10729,39,88252,Demo,Zabbixproxy2,"Zabbix proxy: VMware cache, % used"
10729,39,88250,Demo,Zabbixproxy2,Zabbix proxy: Values waiting to be sent
10729,39,88251,Demo,Zabbixproxy2,Zabbix proxy: Version
10549,39,88521,Demo,grafana-server,/ : Space Utilization : Forecast (1hr)
10549,39,88522,Demo,grafana-server,/ : Space Utilization : Forecast (5hr)
10549,39,88523,Demo,grafana-server,/ : Used Space : Forecast (1hr)
10549,39,88524,Demo,grafana-server,/ : Used Space : Forecast (5hr)
10549,39,81888,Demo,grafana-server,/: Free inodes in %
10549,39,81889,Demo,grafana-server,/: Space utilization
10549,39,81890,Demo,grafana-server,/: Total space
10549,39,81891,Demo,grafana-server,/: Used space
10549,39,96546,Demo,grafana-server,/var/snap/lxd/common/shmounts: Free inodes in %
10549,39,96547,Demo,grafana-server,/var/snap/lxd/common/shmounts: Space utilization
10549,39,96548,Demo,grafana-server,/var/snap/lxd/common/shmounts: Total space
10549,39,96549,Demo,grafana-server,/var/snap/lxd/common/shmounts: Used space
10549,39,81772,Demo,grafana-server,Available memory
10549,39,81773,Demo,grafana-server,Available memory in %
10549,39,88533,Demo,grafana-server,BaselineWMA : /  Used space
10549,39,88558,Demo,grafana-server,BaselineWMA : Memory Utilization (Over 3 month period for the last day time window)
10549,39,88548,Demo,grafana-server,BaselineWMA : Memory Utilization (Over 30 days 6h time window from now)
10549,39,88538,Demo,grafana-server,Baselinedev : /  Used space
10549,39,88553,Demo,grafana-server,Baselinedev : Memory Utilization (Over 3 month period for the last day time window)
10549,39,88543,Demo,grafana-server,Baselinedev : Memory Utilization (Over 30 days 6h time window from now)
10549,39,81779,Demo,grafana-server,Block devices discovery
10549,39,81751,Demo,grafana-server,CPU guest nice time
10549,39,81750,Demo,grafana-server,CPU guest time
10549,39,81752,Demo,grafana-server,CPU idle time
10549,39,81753,Demo,grafana-server,CPU interrupt time
10549,39,81754,Demo,grafana-server,CPU iowait time
10549,39,81755,Demo,grafana-server,CPU nice time
10549,39,81756,Demo,grafana-server,CPU softirq time
10549,39,81757,Demo,grafana-server,CPU steal time
10549,39,81758,Demo,grafana-server,CPU system time
10549,39,81759,Demo,grafana-server,CPU user time
10549,39,81776,Demo,grafana-server,CPU utilization
10549,39,81771,Demo,grafana-server,Checksum of /etc/passwd
10549,39,81749,Demo,grafana-server,Context switches per second
10549,39,81765,Demo,grafana-server,Free swap space
10549,39,81766,Demo,grafana-server,Free swap space in %
10549,39,79768,Demo,grafana-server,Grafana-Server Status
10549,39,81736,Demo,grafana-server,Host name of Zabbix agent running
10549,39,88325,Demo,grafana-server,ICMP ping
10549,39,81872,Demo,grafana-server,Interface eth0: Bits received
10549,39,81875,Demo,grafana-server,Interface eth0: Bits sent
10549,39,81870,Demo,grafana-server,Interface eth0: Inbound packets discarded
10549,39,81871,Demo,grafana-server,Interface eth0: Inbound packets with errors
10549,39,81878,Demo,grafana-server,Interface eth0: Interface type
10549,39,81876,Demo,grafana-server,Interface eth0: Operational status
10549,39,81873,Demo,grafana-server,Interface eth0: Outbound packets discarded
10549,39,81874,Demo,grafana-server,Interface eth0: Outbound packets with errors
10549,39,81877,Demo,grafana-server,Interface eth0: Speed
10549,39,81783,Demo,grafana-server,Interface {#IFNAME}: Bits received
10549,39,81786,Demo,grafana-server,Interface {#IFNAME}: Bits sent
10549,39,81781,Demo,grafana-server,Interface {#IFNAME}: Inbound packets discarded
10549,39,81782,Demo,grafana-server,Interface {#IFNAME}: Inbound packets with errors
10549,39,81791,Demo,grafana-server,Interface {#IFNAME}: Interface type
10549,39,81789,Demo,grafana-server,Interface {#IFNAME}: Operational status
10549,39,81784,Demo,grafana-server,Interface {#IFNAME}: Outbound packets discarded
10549,39,81785,Demo,grafana-server,Interface {#IFNAME}: Outbound packets with errors
10549,39,81790,Demo,grafana-server,Interface {#IFNAME}: Speed
10549,39,81744,Demo,grafana-server,Interrupts per second
10549,39,81745,Demo,grafana-server,Load average (15m avg)
10549,39,81746,Demo,grafana-server,Load average (1m avg)
10549,39,81747,Demo,grafana-server,Load average (5m avg)
10549,39,81739,Demo,grafana-server,Maximum number of open file descriptors
10549,39,81740,Demo,grafana-server,Maximum number of processes
10549,39,81777,Demo,grafana-server,Memory utilization
10549,39,81780,Demo,grafana-server,Mounted filesystem discovery
10549,39,81778,Demo,grafana-server,Network interface discovery
10549,39,81748,Demo,grafana-server,Number of CPUs
10549,39,81770,Demo,grafana-server,Number of logged in users
10549,39,81741,Demo,grafana-server,Number of processes
10549,39,81742,Demo,grafana-server,Number of running processes
10549,39,81763,Demo,grafana-server,Operating system
10549,39,81762,Demo,grafana-server,Operating system architecture
10549,39,81764,Demo,grafana-server,Software installed
10549,39,81743,Demo,grafana-server,System boot time
10549,39,81768,Demo,grafana-server,System description
10549,39,81761,Demo,grafana-server,System local time
10549,39,81760,Demo,grafana-server,System name
10549,39,81769,Demo,grafana-server,System uptime
10549,39,81774,Demo,grafana-server,Total memory
10549,39,81767,Demo,grafana-server,Total swap space
10549,39,81738,Demo,grafana-server,Version of Zabbix agent running
10549,39,81775,Demo,grafana-server,Zabbix agent availability
10549,39,81737,Demo,grafana-server,Zabbix agent ping
10549,39,72095,Demo,grafana-server,"Zabbix proxy: Configuration cache, % used"
10549,39,72079,Demo,grafana-server,"Zabbix proxy: History index cache, % used"
10549,39,72080,Demo,grafana-server,"Zabbix proxy: History write cache, % used"
10549,39,72073,Demo,grafana-server,Zabbix proxy: Number of processed character values per second
10549,39,72074,Demo,grafana-server,Zabbix proxy: Number of processed log values per second
10549,39,72077,Demo,grafana-server,Zabbix proxy: Number of processed not supported values per second
10549,39,72072,Demo,grafana-server,Zabbix proxy: Number of processed numeric (float) values per second
10549,39,72075,Demo,grafana-server,Zabbix proxy: Number of processed numeric (unsigned) values per second
10549,39,72076,Demo,grafana-server,Zabbix proxy: Number of processed text values per second
10549,39,72078,Demo,grafana-server,Zabbix proxy: Number of processed values per second
10549,39,72103,Demo,grafana-server,Zabbix proxy: Preprocessing queue
10549,39,72096,Demo,grafana-server,Zabbix proxy: Queue
10549,39,72097,Demo,grafana-server,Zabbix proxy: Queue over 10 minutes
10549,39,72109,Demo,grafana-server,Zabbix proxy: Required performance
